"Country Name","Country Code","Indicator Name","Indicator Code","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Estonia","EST","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9811922928.81343,10502882682.7302,11330109391.7611,12256955586.7022,13150492291.8965,14752793284.5475,16262600142.4719,17491129056.4403,16749449165.4419,14458642356.4996,14490350894.6382,15973050697.5977,16686176006.5608,17344121600.0748,18078563631.4755,18469479757.3469,19307108667.0559,20387705737.0594,21418379850.7624,22154126134.5175,21099336283.7868,22954105429.8648
"Ethiopia","ETH","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30384257229.7232,33497528163.2927,37523453772.8821,42981071448.1398,49659215179.8291,59535336290.3309,62491272171.8969,67909402339.1439,77576988554.4006,87779802318.3809,87370706341.892
"European Union","EUU","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",4541751245557.17,4696526982788.24,4919401722281.67,5187592724978.35,5205185770649,5176867359890.6,5409861017783.45,5546876354637.61,5766770874552.69,5951254273841.57,5938760089590.11,5855980851639.53,5898652995399.9,6005316089110.78,6149584397727.58,6306875136679.1,6638824768457.54,6838682993299.41,7137269431760.86,7392420340172.07,7652318497523.7,7798162174698.21,7901708119992.51,7823577497898.88,8031920605522.04,8257987274932.85,8420232950708.32,8648840969144.57,8950418540782.14,9216452455634.48,9452642457846.33,9634186889694.26,9714495682202.71,9812055312314.88,10084185637401.4,10252140640875.4,10599524848141.5,10920311568518.5,10840206210800.9,10418511638018.5,10604948240110.5,10723733249872.3,10615088289713.6,10648540585396.7,10863892383841.2,11164241687290.3,11462951206991.1,11762854285998,11997267424961.9,12201676449166.9,11364941384852.9,12001613298648.7
"Fragile and conflict affected situations","FCS","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398759685369.61,NA,NA,NA,NA,NA,NA
"Finland","FIN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",74267011332.0943,74933136773.7782,80351437738.7724,85653810197.1927,86236255573.3772,85233091909.917,86962923018.9015,85371857354.5939,88490041735.6082,95660937002.5085,97872155860.8469,99311363115.9856,102350754542.986,104790138582.256,109727894300.47,112916089703.357,117807948881.005,121651976521.897,129792685427.154,133499741014.981,130364393790.165,117123924334.704,110665056395.101,108839643779.129,116729115687.308,130431185598.701,134869501089.991,146356795924.834,156185215155.896,163507895301.987,170897267363.867,176578494675.172,178962421715.14,178254765258.818,186650552589.708,188386596760.527,194733283646.735,203610080256.949,201430334715.912,184467907436.77,190915708042.685,192954155959.456,188136744510.038,186802923763.072,188579997649.432,192298193179.646,197082164949.097,202638318274.542,206128956422.066,207635003407.281,205375868777.397,213496926817.292
"Fiji","FJI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3804874914.94509,NA,NA,NA,NA,NA,NA
"France","FRA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",797422416780.523,838788593398.102,876320767749.476,930333136639.313,937255476048.78,933954535515.624,970614510004.872,996848691923.729,1054587250546.33,1089158468060.57,1085716387307.73,1081294315876.89,1102324963977.21,1115245729233.81,1126195889117.11,1154033309312.7,1214552491343.69,1249223831270.03,1313960253306.98,1361794244879.25,1399672148162.51,1402064186755.92,1429166303655.22,1423065946872.4,1454652172814.33,1485641085741.27,1513183074934.03,1557847585677.89,1625757034319.85,1693731551495.83,1737969341812.52,1776340782834.93,1784089030727.72,1801120928155.72,1847949720090.74,1873430823030.49,1914580317896.71,1967873871969.41,1962098613886.64,1905922707753.93,1936947947011.16,1972537820757.35,1963018110580.09,1983695225701.98,2008911912149.56,2056919665082.46,2082537538255.8,2121365152902.58,2147476843027.61,2183305079377.54,1970724266461.1,2149321406347.39
"Faroe Islands","FRO","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.","FSM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356037213.970178,NA,NA,NA,NA,NA,NA
"Gabon","GAB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",1431328186.21147,1644106981.35525,1506512671.57994,1917322066.85916,2077997557.29755,2765258991.09322,4546604729.9933,3577862819.68729,2388727270.45261,1154819085.54197,3605227899.2896,5214537079.18692,5430502626.14715,5113287718.19414,4978131346.36478,4171146704.53151,3404538754.75063,2506815815.60865,3437340270.6991,3004350830.20549,2608991862.71404,3315408210.4283,2725399740.15621,2275126707.02336,2856717268.29216,2712887266.28452,3079702083.32454,3310295026.154,3641969859.19667,3557064809.0888,2916761334.77249,3710569764.4796,4126259999.30397,4194137998.63679,4146906178.77369,4654518748.68508,4541280416.20134,4560660703.51779,4879895644.70941,5072463381.07947,5271012249.40183,6083981679.01058,6810143547.70795,7676960491.37759,8892015002.6638,9341818786.98526,9455252845.901,9563657363.17067,12241350393.7638,13053195886.2093,12055422085.1355,12651404595.2136
"United Kingdom","GBR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",912659130070.499,926955814947.851,959982634354.286,997808119703.907,935581926467.089,943563343246.734,955826197502.443,961881383717.554,1009586289072.74,1020446537645.42,1005755628869.49,993871326177.617,1014725542013.24,1056178589994.73,1077136543347.42,1108946803550.81,1173455452447.53,1225017803462.64,1295664926121.45,1323096279440.87,1333288301256.02,1332427519988.34,1369283336974.21,1420573981808.1,1505030824250.51,1543109469315.88,1585856526982.07,1695270642906.4,1804340642744.11,1836857734002.79,1912565556611.08,1965989363051.53,2022733437648.39,2095075826589.53,2148040504566.97,2217321791170.72,2220563296662.02,2269442888017.38,2213529714583.52,2123202164005.69,2221390985965.05,2235726866485.33,2241934959453.2,2279531975055.44,2368879412596.41,2438018206075.44,2485579680919.28,2570410198062.07,2589460629166.7,NA,NA,NA
"Georgia","GEO","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9493390867.69491,10022512565.0089,10910546203.0105,11403143883.8357,12199775743.8321,12416573085.0577,12433049403.765,13432189098.6058,14421289340.6989,15073967313.1478,14479001617.8379,15509696821.4592
"Ghana","GHA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24434322059.3591,26185996543.6805,28754182637.4396,27957511913.9326,29022719378.5018,31705801231.9338,35177417397.3569,40143795644.1924,38439331797.0852,38995841410.0269,41630132998.7345,43180864253.182,47280534845.9512,50524829740.0567,53778375035.5944,51907329188.4415
"Gibraltar","GIB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea","GIN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685255802.08066,4936956050.42203,5127607026.88237,4786679197.7573,5557600785.21987,5778078339.04963,6381976572.81129,6390015580.19198,6613108614.52435,7078318096.35169,7583363100.3137,8653778416.65284,9300060488.27119,9961535469.26349,9287645442.68398,9300138765.65129
"Gambia, The","GMB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862768611.121339,849198302.325168,875245486.671569,921730567.076978,928885587.000877,983990482.673316,1013804133.85947,917138794.100371,941798232.044364,969003656.637445,951212353.476913,1018306624.75767,1051691885.52918,1082791806.8032,1257887456.23225,1334363746.11463,1379156679.75206,1389506022.67172
"Guinea-Bissau","GNB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150614411.746164,95423310.3783471,155238342.218528,467845190.875598,487975182.837267,500898332.563922,441047258.853594,523669800.256498,528740266.100273,548387360.469326,549692486.214503,588550456.931682,568633096.504514,638076961.572718,758498269.333048,678735786.649042,670683062.618452,717335042.508452,812203403.909057,907200517.055999,967014932.823307,1016480801.38259,1067633961.7032,1006654996.52699,1097323082.94868
"Equatorial Guinea","GNQ","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111502743.050645,4106194802.04422,5124838458.86742,6539215748.2846,4785302055.79257,2434198824.45198,4395844022.14707,4700719817.03603,5610535830.75316,5757343586.61734,5588954925.78089,4719512536.67109,4246981103.56071,4336405303.50012,3648883004.42111,3497464101.33853,4055271605.71963
"Greece","GRC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215960530820.131,221043981764.032,217422370456.617,208714885490.637,192254150777.763,168270266144.345,161467076864.015,156644091771.539,160918456034.673,162793415616.62,162484944120.338,164834014700.143,165938854701.201,170375765856.174,153187043239.563,166235646213.8
"Grenada","GRD","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenland","GRL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala","GTM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,13763495682.3064,14557104750.0169,15665262450.54,15975956074.7655,16423542667.9944,17947267956.4681,20390805979.4798,20779300304.3251,21278374890.7622,21583517223.1565,21521033036.3353,20788093841.2145,20136873862.5002,20056444585.3662,19911148993.6588,20473670442.3316,20352607470.476,21420275076.4363,22330163962.8592,22620011211.5599,24320420698.4567,24899712974.3779,26251924215.7275,27438899678.6784,28974599467.5368,29375038153.6145,31016849234.8738,33027006697.1214,33874763148.212,34432559488.2328,34054877133.2972,34735273211.5098,35132478393.7767,35631355397.1834,36241613108.2418,37676065307.0494,39654324748.3804,40764028415.0775,41787238654.8526,42687654744.2102,44693396011.0722,46611672087.2061,48039396331.188,50105527677.2687,53549541409.7243,54959432374.3837,56521055379.1779,58439563761.6045,61840582792.2291,61760900279.7656,64046565941.5035
"Guam","GUM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyana","GUY","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3873046274.89239,NA,NA,NA,NA,NA,NA
"High income","HIC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",13404393309472.9,13849062061128.9,14588850052997.6,15405327587015.8,15054082228758.7,15102736054319.1,15803638658553.8,16327886722737,17112800254953.7,17369517359132.9,17205706449261.7,17496288646252.8,17717839240198.9,18199868757564.1,19132782622596.7,19866241647126.5,20746584172183.9,21513933760878.7,22705804563956.1,23415549939613.7,24016466697590.1,24338377718284,24856527158251.7,24962520987429.8,25832139605543.6,26623655924375.4,27550853724343.9,28617890480201.8,29609205432435.5,30602300589948,31779168355845.3,32303089046493.2,32759812251100.5,33407682971666,34648207708146.4,35635211198598,36918587382956.2,37724209741390.2,37149803971961.7,35908786560076.7,37466182798489.4,38233379946522.4,38974460038525.9,39490424919154.1,40438769372685,41423339099151.6,42064880241426,43243785614147.5,44201286541139.7,44898843369082.8,42609364724123.5,44625753456290
"Hong Kong SAR, China","HKG","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","HND","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,426668907.543098,466802642.420593,469472578.131297,487415708.586058,522133075.075356,631643160.403265,679466064.367406,1109881994.13094,1269760395.07539,1344964912.62387,1442976654.01981,1565738062.0426,1719977446.01287,1771456127.3313,1917824591.9833,1984750554.01819,2060407298.20917,2098502340.23648,2333831448.84994,2990454213.55967,3442566580.15124,3584287133.97235,4026431953.20246,4719633189.04334,6415063877.11598,7725310839.9826,9236743596.91787,10059189682.5497,10061946570.7174,11175750191.946,11362663996.0673,11606015088.172,11908978703.5731,12334015786.1265,12961769335.0019,13571092609.5798,14560122490.8503,14759452760.0198,14935018351.3412,14934604470.6371,16000344566.5846,16174594301.0991,16123831782.4072,16782270189.1052,18441270584.1341,19090430993.8691,20357246958.9656,20208314523.6844,20935576796.0393,20324119189.9078,21748837969.7028
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378860851296.152,396757965131.422,416181995311.445,427677854430.049,454470392678.123,489693422317.83,538514544746.938,575088900831.254,616925958786.128,641110563972.198,683655225684.52,726096428282.649,737903941978.329,741660930910.758
"Croatia","HRV","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25511543234.9181,27479305825.7098,29550467202.162,30615547856.7357,29433140182.8167,29757198452.3508,30728192402.4074,33662745446.3982,34391061492.7681,37092604494.9956,40259066595.6986,42330079501.0607,44720944391.6005,45767927739.9455,41345261862.4055,41486214036.1207,40757578046.4383,39334854914.4548,39785220639.3699,39614358423.2211,42022305888.2797,43112419120.6469,45790822308.6014,47679649339.0003,49504816420.4213,44245757640.5213,48798812351.5928
"Haiti","HTI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6707872909.5206,6370565278.37344,6370863632.4945,6448665065.70753,6252024165.70968,6061691506.79129,5832782116.61459,7050860562.21285,8141550216.95565,8551694025.44355,8682106330.33869,7321632639.34863,11631224853.858,11357811497.1968,11174776941.4554,10599294867.2939,11063261808.5255,11409273398.7237,11512724907.64,12388048765.6319,12389313878.0515,13433953247.3381,12270233468.7732,12460037392.9588,12556918395.307,13432158417.6591,13574764530.2051,14263278676.8635,14790605389.0015,15342392035.271,15531239146.3071,15368764056.9524,14497294824.8049,14320707427.9212
"Hungary","HUN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60777881535.7012,62928904507.0817,61353466850.2048,60556462601.6418,62566824733.7919,66197797586.5994,67146894084.0637,69942354075.4643,73874574162.7433,79729360173.9177,83440307608.1931,88469968495.9176,91134600554.1479,93362252842.17,92050253119.5224,93273546205.6084,87277041240.309,87879456995.1445,88235897108.526,86609096819.724,90630696438.9234,94205672869.4348,98263129323.9061,103439136659.576,105916619826.294,111457542956.993,118910917396.25,113507925518.9,117232849617.334
"IBRD only","IBD","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7308393939476.31,7335728656354.01,7647830430438.61,7321098323641.45,7438528175795.82,7698646902755.55,7951288315926.82,8961258378350.41,8980275551171.24,10078474549122.6,10750900052362.1,11952043977850.2,13764350330690.1,14370124043246.6,14969483026226.3,16150480082448.9,16900985304713.6,17903822260130.5,18665413261757.8,19557875919763,20326512835946.2,21224099541511.3,22414311660098.4,23104564370876.5,23860953670283.4,23279882757558.9,24637553701857.9
"IDA & IBRD total","IBT","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8025980394016.69,8073073566566.29,8414687503758.51,8093872379855.76,8236515853897.37,8496578356888.68,8774046644649.81,9843950089390,9884905254343.76,11067465810071.1,11807653644723.5,13107500688451.3,15025128385219.7,15681011097440.4,16348784006770.7,17613973792748.6,18424616583154,19516186818795.9,20358674606357.5,21353366975723.1,22201154190621.2,23246398612176.7,24530466915999.1,25341436351271.6,26213878740612.8,25628689654700.9,27099136600558.5
"IDA total","IDA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872854645912.65,NA,NA,NA,NA,NA,NA
"IDA blend","IDB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935016094464.804,NA,NA,NA,NA,NA,NA
"Indonesia","IDN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",51335236004.4568,55846461980.8758,59107899390.7878,65046154423.9771,70591549287.4532,73414188016.5888,79228350458.1159,87542453087.4021,95709922468.2291,98694815250.968,124230476040.492,145141067304.05,155312244117.296,506312079815.114,742031647249.531,1047615465513.62,1006707464036.78,847935201720.531,334048036754.206,379519525099.949,600719364251.394,479759534245.367,544822463206.536,766865729658.488,996179287009.28,1049501936186.84,622964607755.362,552762018248.494,38469984480.9855,-103120252388.562,-286617672761.934,-376592410592.522,110563442214.022,-387974571794.429,-45521651457.6883,-152378761797.715,-73843452559.5588,408743014134.448,402693214432.005,499320240596.94,511048105442.153,537529153253.841,567293184267.966,599710284474.686,622973417911.543,663588563945.298,711617026479.15,739147103273.094,766434864074.6,789536566438.524,767899038429.609,809111213925.288
"IDA only","IDX","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756886988967.293,810572355183.057,857131007384.247,902078332990.136,937977606909.388,998882717456.46,1055346586541.17,1122957856981.91,1213787142638.11,1234061707251.37,1266744446652.98
"Isle of Man","IMN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"India","IND","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",175019451964.85,177481008629.015,177021440133.922,190420429752.297,176281760754.63,189080315774.696,204299595606.339,216621129496.662,231420498928.043,221748370624.221,247721015400.836,241226670691.037,245921144920.758,274385349854.319,279086050116.178,286865880467.097,298775926228.794,319015258312.778,346056346155.949,367506010811.369,396017475168.589,393026728174.294,409337558218.452,450206612296.022,475492530649.483,498312656346.093,560726937823.909,579430359246.991,619826509665.302,636369350083.951,671417349956.621,678646952179.526,712408644840.405,780940307511.533,851117901366.853,923575949310.861,1000377276254.44,1082524662564.06,1112354428448.32,1222057113030.57,1341814777132.06,1405479731093.6,1491005886573.94,1583623431103.04,1686139324210.43,1839197893355,1977034406210.3,2150150346923.16,2277297764903.76,2340624132473.68,2180003200143.48,2408252466429.5
"Not classified","INX","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland","IRL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",35020265604.0683,36568001740.1356,40161234472.8806,42803899514.2619,40435916304.1477,42601140171.5331,43578742527.2979,45832711882.5449,48296798923.2833,48523743360.8697,47834805521.7395,49170427089.5108,49782802533.2005,49915847233.0184,50796291224.3429,51734856075.1365,53161380319.8401,54758709489.4979,56448413922.1684,59323122692.7598,63312871651.7141,63546550891.855,64280512112.8342,67366258411.9483,70713146311.6339,76319646327.3557,82015606255.7575,89875230663.1194,98335893177.9942,104494920068.051,114866098864.032,119513528710.478,123812740935.16,130043042231.026,133633026177.7,140954574949.943,147041335602.645,152945895559.03,147108509094.636,133894334119.992,136171629731.581,134327017864.72,133555083573.045,141617048531.603,152643856943.284,160914274683.976,170050143969.466,175275788438.011,182084789319.258,191724266620.233,181646937035.875,212979414814.444
"Iran, Islamic Rep.","IRN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174548793737.954,167245457593.126,169726684155.385,188841741845.781,193148494280.955,194276622098.906,211865748149.161,214246684427.053,244684332860.595,292200173422.744,318355660058.77,329438003606.109,357460167386.643,374039836767.689,431187459549.45,427920683460.228,437753734149.513,481921596820.242,488145207878.709,432864355934.917,410005911608.695,409916680107.78,324877789259.7,374192043173.502,384402047060.79,270511989745.928,254180052080.372,271344151744.594,310970645430.157
"Iraq","IRQ","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91948453732.0668,118643145330.069,100927595962.754,116113800777.579,134577941066.353,153900057948.213,162770493364.724,156175178523.096,131643914229.522,129183780267.782,137796156941.892,154772181196.931,166253165885.567,134052008172.538,162539710677.172
"Iceland","ISL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10464242735.3945,10853299476.1072,12504586558.0265,12950964013.3143,13982660974.777,14937553118.0287,15638851454.0066,15599732182.0116,16910242691.7291,15139839857.8572,15574538045.7985
"Israel","ISR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115602226082.103,122917521810.415,128212624077.994,134362865244.689,136831046320.651,145736924488.213,148898948045.574,147459169492.689,148538676291.011,155068050104.533,164092622682.285,174894486856.735,185526548032.817,186678836251.88,191951317708.67,204816128406.919,215487199807.847,219039914233.435,232255563607.226,245196281207.761,255274291176.076,269224446365.271,282544571499.564,292141838688.621,306560735874.921,297897462157.005,323974096274.377
