"Country Name","Country Code","Indicator Name","Indicator Code","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Botswana","BWA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,614966891.071816,686014231.890342,747497589.063427,882905336.375685,1041103103.22694,1036433400.60113,1105225167.09475,1143606222.18817,1204087207.46636,1304548654.45451,1703864537.50523,1962358407.49121,2227777349.37613,2645786329.59541,2774252464.67964,3189931892.67044,3499850819.90246,3623552523.25756,3963084676.07012,3499145221.46607,3916165815.2715,4420092074.4658,4972177804.28594,4842592328.81208,5370993323.35902,5269665121.61826,5414524792.97796,4807359365.10197,4497207587.16597,4619115989.36967,5579404106.44846,6155814940.37606,6815684678.595,7613561248.9784,7129318215.72234,7927669261.23277,9496430619.14837,9590454050.92942,10195909930.4865,11134796491.0209,10484405172.8608,11072023937.2086,10927855158.8418,10680679727.5188,11572716028.7028,11591687544.4812,11965326721.8788
"Central African Republic","CAF","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472225120.12549,2508052535.74403,2418936326.65216,2394024448.02977,1377767642.90308,1330141834.38107,1414004962.12207,1618401687.51622,1555499701.29228,1923084785.1363,1939917665.80711,1907507664.40569,1895476218.90306
"Canada","CAN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",359132737045.886,377122238136.534,401784205423.367,431458798949.227,447711470932.385,458905916801.431,484546116755.856,494472771708.613,507942336902.571,513728380973.194,521803649153.705,538677918067.83,522697113708.33,540510936224.808,570754127340.904,598120777498.208,610416984270.136,642269269642.327,672462744772.155,689244812843.167,682686513735.65,670345811592.574,668562592524.359,685314929893.381,715358941119.51,744279760387.498,755544931222.558,788304011630.65,804227651172.791,852549058840.353,911022811753.224,920664955044.185,948160100582.258,978544840349.639,1033817786744.76,1073522981797.94,1125417910221.85,1158992421879.01,1174056443266.82,1100488190826.22,1162255146207.69,1215523181284.7,1232833261682.62,1266042412141.1,1293660207068.72,1262658119934.01,1270019452326.91,1335378467923.33,1366428423538.64,1392043624811.76,1288670860513.44,1402075090033.31
"Central Europe and the Baltics","CEB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528135638261.864,549748859936.159,564223583040.407,590558576193.598,599843297098.528,619281671469.125,643134534151.579,671452297458.622,694568159620.351,736152715926.049,786110692737.701,831920146369.974,891240089833.588,939943536407.092,913101054865.405,910603785432.816,931504416476.697,941494161176.55,955481372481.528,994334547013.438,1042100378371.99,1075353976292.88,1134351333982.87,1189836595776.16,1245955103688.01,1215689214989.66,1273334898819.53
"Switzerland","CHE","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387155532313.272,389726724218.566,404344540148.293,421204472484.389,429590390474.264,447194768154.033,436668218039.167,430283664126.129,452180312854.405,461279909523.589,486561145014.113,503048527933.138,481662270015.881,446641608118.686,481566732943.934,528832202125.662,511171209664.406,528832309442.503,530382134824.18,529247279431.901,549515574202.725,541608278184.942,538289186490.885,535362993009.177,543331693905.327,513660895982.027,556087607539.801
"Channel Islands","CHI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",32070303260.9583,36101747271.1492,37147689444.7142,34320692307.4505,30001098972.5642,23471868628.808,25252075033.6194,28533643722.0947,30620022364.0571,33402638938.6302,35400515213.8982,37605041256.8521,41212838476.2757,29745955386.5971,28492596225.7195,27970853684.3266,30570756674.3893,34117809492.2987,37624670363.6783,40835645853.254,42822636104.9301,48429739323.2961,54943773613.067,58938870228.0837,63607341231.0317,72667653615.3737,77713773783.6886,83915618765.0573,88913022630.18,87958732343.0386,91232552204.9395,94828541210.2747,97893226921.4258,102175394166.942,108368518078.163,117976254058.081,122956238469.562,133135966462.946,135408598639.827,141138189086.34,156993704874.954,161668537292.674,179180870726.375,187661619433.502,190644852388.628,201607398550.396,201043728211.878,203102168906.941,205061072772.085,211022493041.973,191271357914.028,203269212964.849
"China","CHN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341325845814.35,1495547500972.02,1628592387927.61,1752491903817.88,1889261817653.92,2048949876985.27,2262509358352.78,2522148634688.81,2807793202157.12,3094050421508.23,3474031572130.24,3954596617003.91,4535737806854.58,4810922670995.61,5411659541247.48,5856886303939.45,6119045017788.66,6751251823270.42,7146200417108.88,7744546195150.8,8296709954530.95,8882031492982.82,9507261366588.05,9901205142511.23,10354034421302.8,10387481001996.3,11103150357523.5
"Cote d'Ivoire","CIV","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18386513033.6057,19215112318.1633,20430650583.7131,17061944188.2593,22656493637.0195,24265037605.5608,40042646225.2675,43312710567.4984,45673151588.2117,46927892027.9805,49156651820.3442,51639051844.3263,53275443192.856,56042598004.636
"Cameroon","CMR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,4557424558.00712,4563656662.30032,4295551974.9259,4767017542.1636,5307226181.10987,4927350391.35326,5036656311.45001,7420710724.57815,7479506908.25878,6354401410.8107,8326962906.87375,10992017773.4635,10910954656.1502,11666425807.6692,12432838232.796,15454988035.1945,14076082571.1576,12405609740.2163,10150382173.9945,9600269061.67974,9786183524.81708,8390940086.29333,9998757666.59383,9897280446.19138,9985902358.02202,10165695196.7067,11134828248.5663,11940413129.2052,12716273669.0094,12837227326.261,13385170748.8479,13887735447.3774,15093542478.3839,16531747550.7597,16766599405.5097,17532927863.6756,17857510039.1738,18021075453.2232,19550451239.7308,19774380720.9594,20139946849.5488,21136004286.2919,22984112061.1718,24788674864.3998,26126342417.538,27557223576.4828,28427453384.6082,29802001563.9342,31286694985.1455,32841853017.4166,32476973673.3968
"Congo, Dem. Rep.","COD","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10881639873.8447,8313916491.99482,8583913760.05659,9425734898.54476,8836122643.21629,9885525686.85912,13620614595.607,11382372572.2322,12141403475.3469,11534367277.3498,13715925530.4372,14409930536.5662,15995779680.5891,16130978445.9715,15225228693.6528,16997992058.6065,18499985562.2397,20410700999.6613,20750696786.8851,22131306935.1024,23166606102.6512,25492178587.7236,26128189422.253,30739867760.2687,34292245951.5322,38006123107.3165,35786251307.683,29587285316.4827
"Congo, Rep.","COG","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",1350445625.86431,1501442619.00968,1570368078.34492,1780202164.43025,1710375666.05785,1811502517.68422,1515675723.865,1322918828.65277,1172358686.31158,1166273327.63877,1714337506.51594,2751292150.66893,4197008081.40737,3624827036.25384,3601722410.35939,2954884910.94322,2328033923.21185,2000907422.49453,1344692685.82641,1024436917.22673,1072293793.12386,1666682512.22601,1777670265.13979,1279349633.73338,1494161502.7549,133855812.626197,179875380.563483,614094251.152168,1019478703.8401,822372691.793273,37698558.8451724,600018132.201907,843925099.506361,1659115727.22648,1189268533.04048,1683245187.27553,2173336142.7995,2379642965.7035,2904411097.63808,3657074377.71706,5055177062.70475,3730420155.75745,6200086308.67231,7850082113.1455,8865297222.44766,7462515048.91931,5962323993.47072,4146483065.27877,4692560394.81297,4125433069.13375,3367385650.13677,4568413162.40071
"Colombia","COL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",40276844417.8041,42853109092.7319,46559977288.3471,50841901085.0191,51936448169.0631,53222477946.431,58463279724.4333,63703219110.5326,69222322222.2574,70894998161.2777,74634926044.7542,74503663052.4851,75232837082.3463,74631518037.1331,76429709556.3507,77150219196.4039,85116347076.67,84070443797.0343,88991696564.0867,88980075580.3674,90288289578.2704,95412279586.9955,99872133652.5889,106943399173.489,120199902310.71,125438295631.194,125945461990.107,131041504537.51,130252974022.747,121645869742.257,121219822166.573,123864587660.778,126450048076.753,129638790421.363,136930269841.197,144290560086.462,153351009109.501,166797299351.318,173651501102.252,181201098053.231,189840283847.628,199021356993.431,211121325626.436,225013089253.342,237020909246.281,247102690753.018,253474652569.165,257491302759.91,262393515344.772,272425882062.495,257858465293.634,277591929695.878
"Comoros","COM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317783691.828385,353957515.251309,362032933.379733,400178553.079702,418207029.056895,446298975.579548,480975277.823719,492173231.378845,506381416.596181,497363889.68272,545603769.089871,507253697.488685,543009842.47026,560599086.43362,511595062.078353,531752882.885128,525203723.066081,545425492.911972,550960556.27414,576612505.707613,576709834.002059,598384487.522047,611747701.292797,623391246.457163,656467086.686224,682537780.155004,676219623.683375,678853692.916702,691283608.729759,741507457.847064,727697608.284418,784401404.606174,808700834.267694,842534307.357202,868917152.656761,876930850.372276,905362687.640373,932464178.328353,979822978.109291,1007066423.31739,967777534.501911,1023640688.03258
"Cabo Verde","CPV","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183735196.93738,1230737317.53739,1258598287.70684,1229446477.97196,1274079452.04856,1289092993.18207,1322621336.79005,1317650075.03761,1358100076.39743,1429001202.21851,1457836356.58307,1576461164.56096,1678745821.39376,1407062405.25685,1509549863.13831
"Costa Rica","CRI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,8765491206.50921,9257229728.13342,9954000229.10367,9788271504.38583,10389641400.1446,11426952172.5609,13243403721.509,13659924116.0567,13803038899.0879,13663730718.9074,11661427561.5098,10735474957.9839,11899722479.703,13330058003.8982,13813692661.6381,15551232895.1524,15260558710.1162,15605074570.1135,16020513615.8452,16850004046.004,17258190861.9424,19115947895.3156,20706281196.0848,22213457158.3729,23081207042.0135,23140086623.7078,24854641121.2579,26629685834.8037,26544655105.7137,27079256850.0899,28064945705.1693,28751435434.252,29865021430.721,30963066000.2873,31875504656.3128,34364503002.2086,37125903052.6917,38664174204.837,38533750209.4751,41365498225.3065,42849576380.5692,45512117214.2105,46625681430.5374,48316593588.8633,51139413619.9991,53848585799.157,55044422014.9186,56014922351.1587,57527108632.1202,54822081783.9341,57239324852.3048
"Caribbean small states","CSS","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51421937311.1707,NA,NA,NA,NA,NA,NA
"Cuba","CUB","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",21964407531.4919,23857540930.2761,25008478794.2059,25855939308.8755,26091166964.4957,28381105242.4258,29908236808.7737,32490363650.5134,34650415667.3887,34942330328.0515,33147695309.6723,39438024139.0684,42844035045.9284,45245483666.9145,48882108177.3478,50482975067.814,48146096649.6105,47674987491.2772,50006247012.2988,50433176400.5136,50236471796.3279,45007213949.542,37436967080.0556,32802216264.3048,33144770770.9988,32611762927.7346,34864533911.2688,35639192295.8851,35322367631.5071,37205864750.4228,38135530056.4012,39731586593.9172,40638724292.3582,43072639295.0626,45524320844.2598,49846315144.9483,56756931066.0557,58684642468.3777,57382236731.4488,59430502724.2938,63734716194.1334,63993844518.9026,67293602671.7033,69273272718.8899,71241363097.9762,74925815420.5882,77445258068.1477,78577687525.632,79337502700.7998,79567371031.1699,NA,NA
"Curacao","CUW","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cayman Islands","CYM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,3089599667.48946,3757939870.24842,3997592667.68394,4584003786.58851,4841640321.12311,4755070933.10234,5116626603.15303,5317622388.30168,6010484771.71996,6309482924.31951,6336735660.49875,6934031134.30045,7619037316.42398,8451824439.47757,8794933908.03402,8535981744.15758,9706594005.96729,9054185608.14971,9657968336.43366,10129132143.9705,10227752356.4385,10383388429.2295,12300330033.4364,11813788437.0382,12145275406.0156,13099778010.4113,13697679390.2521,14546211876.9328,15097927706.4195,15698405281.5353,16312291887.046,17097017031.2796,18579381322.8653,18399760264.1998,18541018613.4736,19383732355.5522,17975021969.1995,16495433485.7548,15881981941.2142,17093866472.6943,17903937924.2461,19217900891.9865,20160652911.0884,20892089924.9637,19084668906.6476,19977692903.7999
"Czechia","CZE","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81377936624.8675,85002950515.2898,87911970997.9216,92753050296.3861,91781634959.5105,93822001563.8636,94304882225.2742,95784882244.0859,99399953295.5866,102593731559.831,106720121737.58,111088963927.14,117952392713.855,121856920505.045,128942815553.168,130754948512.071,123532308339.835,122311187061.136,122234422644.423,123622555143.818,124647573301.342,128354994205.923,136079681226.172,140184981356.998,148720274823.963,153349565262.104,156869651329.107,148242622603.433,153904348515.22
"Germany","DEU","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",1228813830508.55,1266894972263.94,1320777116747.79,1380353856353.63,1366923933330.53,1353978294109.91,1419623527037.42,1465320246154.81,1525983720360.39,1567064036975.51,1552523279551.36,1522005564450.57,1514585109115.42,1550684461899.06,1593711627792.22,1633847846292.23,1724295745814.75,1760493862372.59,1839261973553.86,1902341291142.44,2009095433484.75,2085677536850.58,2134611301865.87,2105637595962.95,2159103197272.63,2197747143336.21,2214673831484.63,2242333818471.34,2291204512486.37,2329341887568.93,2360226189657.95,2390716463886.09,2374267509454.62,2365535292560.76,2435910075437.47,2442002927080.97,2555885733456.72,2626178430804.08,2603401099891.1,2482702223320.04,2577705046609.83,2677962701591.19,2674903482993.96,2686887871730.72,2753357445652.77,2830967288599.07,2922161764667.03,2990042411461.32,3036841657281.11,3065935253915.85,2921383548210.91,3000555933492.77
"Djibouti","DJI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641978574.02923,1893662223.47846,2085118765.08581,2157578537.11748,2206834822.11097,2425119074.33592,2608225724.83169,2694079837.01841,2936611101.60377
"Dominica","DMA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445063829.46399,NA,NA,NA,NA,NA,NA
"Denmark","DNK","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",105853366240.914,108336609329.381,112900910942.378,121397837950.025,114965913325.858,116056095932.933,123651509906.634,126932097083.041,132217368987.414,134199243412.556,129582361566.871,125949498099.128,128916471520.582,132965439022.35,137700422223.397,143306863124.81,153639260762.091,154605539177.757,152759599709.15,152522398873.199,154663934897.521,155942863652.116,161189941977.789,161220336900.536,170172361111.248,176093001248.729,181820547603.677,187423237925.955,192530278958.085,197806301709.528,202060903399.786,205121462201.613,206287910099.596,207420116130.299,216195366079.837,225238635828.747,234932563656.324,233436713628.129,231677063025.027,221971496301.22,232735130783.137,234655032765.597,236638557098.023,244330740600.87,253115726619.653,260292323814.975,266486285056.004,274024861447.478,280100408936.997,283786048937.536,281827747473.873,300988870902.393
"Dominican Republic","DOM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,7898366673.35664,8976377820.3271,9767124456.06203,10241670484.9206,11403856435.0617,11218261960.5366,11697112694.9623,11774686141.1167,11925028317.2885,12637626727.6201,13000918631.0694,13341939737.3239,13463335329.335,12769753199.0177,14197796638.2002,15745678138.4415,16650571180.4097,17969372196.3987,18477191437.9569,17134125110.2973,18524920644.2956,20781115136.7785,21873018035.5866,22862774871.9866,24041037784.1182,25647614466.9042,28320013316.0034,30553196673.4585,31920403513.1879,32679760554.2367,34123664435.1878,35214966977.9021,32763923172.1223,33384366403.4417,37691635360.1619,40843503324.8818,43703832638.9033,45462088276.9878,47478808648.4584,50856068290.8931,51508597726.5944,53075070316.3376,54609019956.0847,58398131859.78,64844273923.5408,69475732411.6625,71848737695.7903,75983136622.8539,78745590430.8775,73240012715.9031,78740585479.1726
"Algeria","DZA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,36787362426.9489,35620287336.7817,38955138816.5942,39312854288.5541,40773698041.4981,44275405283.6963,50166491505.5173,44155102665.9444,58606204362.5093,69042764341.869,72636078985.9256,77337690409.2082,78762768271.0495,82288133371.3494,73416092156.328,62753853128.9159,60837968192.4583,63143985772.403,62683775659.057,60924565483.579,59517149318.2548,54698414700.4129,55097614822.9472,54475601516.4245,54242806578.645,55105711956.4467,58750189645.0988,58384878990.6389,69762748921.5944,69720007463.714,71228342041.5841,77693305699.1991,82697368229.4423,91321963792.8916,98924869097.4089,106019164651.492,113683183579.993,103857426575.074,118032710208.405,123484380089.861,134565715781.148,135698914586.582,134669021633.725,132830106034.379,139044106747.03,141298009188.513,141082780940.347,141261136450.72,132585641611.073,137377042756.475
"East Asia & Pacific (excluding high income)","EAP","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755662126410,2488653701165.57,2575773330239.37,2177067114033.3,2188729210814.9,2178196368904.39,2308955597453.05,3112600250395.15,2905677350591.59,3585510820979.93,3889403822184.01,4502569937777.47,5644563552354.14,5956131688079.64,6688042866128.15,7221883944856.26,7554534295476.22,8286624563768.05,8769528813610.84,9455245212311.55,10120414172541.7,10830561928260.7,11564808313751.7,12052802135406.1,12605175164119.3,12573957433767.2,13356018729076.8
"Early-demographic dividend","EAR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536269244716.27,2496463674239.32,2994384919543.8,3286783411294.7,3899784196028.24,3800599165279.33,3642197506598.82,2948551581644.32,3060767567020.27,3504417070336.82,3479236311924.51,3723176746903.53,4129998272982.56,4597815446886.75,4648374660777.26,4323162109333.13,4441494952574.18,3933735269088.02,3844952092016.25,3721398319185.75,3691064169684.8,4408866018104.83,4006034121325.23,4645931435503.58,4827928970637.06,5345801229928.77,6308334932976.95,6508885424768.08,6681331863241.35,7184460821604.93,7549288023794.08,7808256048156.13,8061612674524.89,8324127145150.01,8575713884473.22,9008955527458.56,9432224830203.93,9645133197279.1,9864492417029.91,9320434450667.33,9972930400252.83
"East Asia & Pacific","EAS","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7506353216424.93,7387352384096.29,7528962592974.51,6955306336098.5,7012843739317.08,7170301495509.97,7364691764737.35,8316149432344.22,8180434835895.06,9075898312024.24,9498007787540.23,10256483437006.1,11643383008152.2,11769863472676.2,12370238637897.1,13277916545553,13642191007132.1,14540783364970.4,15227706080900.4,16049096829388.5,17021436625549,17937327253781,18876101785742.5,19412797515351.2,19996886944683.2,19692982017871.9,20581457194814.6
"Europe & Central Asia (excluding high income)","ECA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260029653915.26,NA,NA,NA,NA,NA,NA
"Europe & Central Asia","ECS","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",6525456168908.58,6729859094547.32,7033595255673.97,7399902799360.63,7343687401511.25,7322630359303.65,7610959283825.92,7779264025665.06,8095637515082.92,8327225224952.61,8304749166335.73,8201117204977.76,8277921471396.83,8455812197884.97,8659329237893.12,8891030298649.91,9355490112060.55,9649395455554.64,10079100546721,10407506066959.5,10723495389450.3,10901220718752.1,11070939502819.6,10907134758471.6,11168219302623.5,11425039173911,11723463715272.8,12132731848090.6,12571306466441.3,12989086515758.1,13469547504099.7,13751035804717.4,13916661464579.6,14187446741443.1,14680919243865.1,15088408280098.4,15632401621903.2,16184601078959.2,16078701321683.9,15325425050399.1,15841066424270.7,16098855583860.4,16093575414262.8,16189054663879.3,16510841136974.5,16849189685974.7,17158670056114.8,17627905830729.9,17978828889686.9,18258579381946.7,17100068002232,17974246965679.7
"Ecuador","ECU","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",20665653994.3559,21869783117.9913,21881249619.7765,22811046608.5059,26287906307.1638,29987049133.7983,32093143629.5895,34220283397.8984,34885644778.3665,34409442672.4477,36079181648.4737,38864697057.687,38790436185.8678,35770022088.837,36311102510.5973,38965151842.5807,39000593090.105,38616485844.8162,35962027263.8542,35264288697.0119,38001158286.6029,43483650598.0155,45835237277.3618,42936711703.665,44732548294.839,44962515447.1439,45412483659.7757,49050650728.8933,50602219690.4966,44522380131.407,39972344872.1278,39062751963.7808,42646007286.6927,43923284312.2739,43656582331.9012,44724544558.5917,46870084407.4131,49719724112.0643,54157390395.8792,59603836377.6655,59417288833.0489,62422704000.6977,66712796727.7083,71796316242.3146,75304401356.5375,78963239412.9177,78309296375.2862,80223004745.5019,77833681887.7595,78448522542.8254,74493150846.6537,75290558295.3412
"Egypt, Arab Rep.","EGY","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",49524411090.2798,50382337389.9162,51879903824.5248,53063288172.0293,48965576023.3504,47723124273.4491,53955540687.0897,54543519646.3434,51557344757.51,41627128108.2783,44138184580.4636,47826874947.1381,56081008261.1215,61222048160.0391,64850144529.7713,68117616006.8631,79717693532.7285,86198856539.6003,84521823304.5039,84963724506.5185,84908388514.5162,99497692975.481,108229038814.597,107896590137.614,114873771102.406,121233518160.012,129740891063.332,142727950848.502,139847911811.3,145880160382.913,155985825290.716,168286675085.975,170756576892.377,171739412492.752,174506636431.345,177994872648.718,193924096723.905,209606326800.431,218457277153.154,230671122854.269,239641374355.47,244719901951.936,257292850127.222,263968134159.461,272446497339.939,297126609667.339,312180699037.438,295463393569.655,305085186339.788,322097688577.461,338500444792.489,343746306570.315
"Euro area","EMU","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",4013464906200.48,4156288105822.84,4358780712735.6,4597420067467.49,4620638038804.46,4582347681417.23,4794150025248.06,4928903418191.47,5131239640181.6,5297926842507.09,5288380559004.66,5213560673602.36,5252235163015.03,5347615620885.58,5467580412126.76,5608102018518.53,5900203790254.59,6081048756603.75,6360673102157.6,6598548829638.71,6843875862421.09,6991435429392.14,7096681702215.37,7029727873782.94,7195297429226.35,7389745909076.8,7529874255700.19,7740255716060.62,8004041913012.43,8243458044127.44,8448027563718.98,8609505341243.92,8666098910172.01,8732308794684.43,8956536350358.16,9069791775140.29,9351613813648.59,9614847863894.35,9496804892761.41,9119009776737.16,9272450736378.06,9362229280602.2,9245330924530.2,9256860443560.34,9419701374558.49,9656759673190.75,9915459830949.17,10145828708665.5,10323575378870.2,10460283696358.1,9654297736962.14,10206493699621.1
"Eritrea","ERI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain","ESP","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",324354035271.114,342572849491.797,374960815139.123,405198427278.106,415032033608.646,418187406119.349,431933145821.472,444823006511.128,458467803676.625,459376372718.752,454435091100.753,441024369420.993,445192958438.805,447708440927.945,458955799157.981,476257341474.713,507126776312.547,538793596066.327,566715294771.521,599592804082.954,628141225821.933,650052087634.953,659378721549.26,651125975134.576,654587200654.787,684807766979.803,700360426291.158,726199310950.759,764274621061.337,797644150358.222,829018322151.616,859678924506.034,892037162060.201,923133887521.712,947013681820.477,974934876862.465,1007959093779.01,1038082807089.13,1033954361045.4,1011510017972.49,1005591299919.63,981221922507.484,956533692560.491,948023322065.054,962162759946.281,1008618635620.11,1044724355203.27,1074378604324.81,1099993340069.16,1121863674459.3,976485969167.164,1033835367469.03
